msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
LlPkKTOxJPuVKCS67azU7GPz7f1NXw7oTRgK4tSO/iQ=,41,30,149,0,1,2016-04-05,2016-05-04,0
LlPkKTOxJPuVKCS67azU7GPz7f1NXw7oTRgK4tSO/iQ=,41,30,149,149,1,2016-01-15,2016-02-15,0
Lvs5UQEGv7KDXga07r5kP9KTijJFnrIpptOpZYqR9ZI=,41,30,99,99,1,2016-11-06,2016-12-06,0
MAOy9oVH0IWfxRPUQj6K5NXtZuSGG+EB0nH8JyLMXgM=,37,30,149,149,1,2016-11-20,2016-12-19,0
MAOy9oVH0IWfxRPUQj6K5NXtZuSGG+EB0nH8JyLMXgM=,37,30,149,149,1,2015-08-20,2015-09-19,0
MAOy9oVH0IWfxRPUQj6K5NXtZuSGG+EB0nH8JyLMXgM=,37,30,149,149,1,2015-06-20,2015-07-19,0
MAnmOlEtqkLVXrm9vkrgwIJYYFAvQM4+I1B1UwFzVmE=,39,30,149,149,1,2016-12-31,2017-02-19,0
MBcdjUY3e2Fa3oC3eXpSnQOOC6PehG6m1/MR/yzCVuo=,41,30,149,149,1,2015-08-20,2015-09-20,0
MaqhU/6ixrMS7ySSM9fxjk1elxbuRDt0m+C7bIb3qQ4=,40,31,149,149,1,2015-04-12,2015-05-12,0
MaqhU/6ixrMS7ySSM9fxjk1elxbuRDt0m+C7bIb3qQ4=,40,30,149,149,1,2016-03-12,2016-04-12,0
MpooDu9TFSJBtQEiAcjzQRVAQIJLhZmP69P/UKs1uWw=,40,31,149,149,1,2015-04-01,2015-05-16,0
N/8OR2RSOB87+aTk8aQ/fUEuWQtZgboYbIrst2xolOo=,33,30,149,149,1,2017-01-31,2017-02-28,0
N/8OR2RSOB87+aTk8aQ/fUEuWQtZgboYbIrst2xolOo=,33,30,149,149,1,2016-02-29,2016-03-31,0
N/EId2NWdpjYbj3os9XjTcfASkHSu/5DwevaUroSYQI=,41,30,149,149,1,2015-04-15,2015-05-15,0
N/EId2NWdpjYbj3os9XjTcfASkHSu/5DwevaUroSYQI=,41,30,149,149,1,2016-04-15,2016-05-15,0
NI2xCDS4Q6ZQbG1f/EpEubWwunZDq3bPW0JwBXGuatA=,41,30,129,129,1,2016-05-10,2016-06-11,0
NZNBHqeJgq7aTOWvbPxjyw3SHFTwGsN4fQOeeGtF2UQ=,41,30,99,99,1,2016-11-04,2016-12-04,0
NfXMwC8hDNAFZzIsJxfqr3TBmXhXM2MmyjkleZIPWiA=,40,30,149,149,1,2015-10-02,2015-11-01,0
NkZfiSt9//ZJ80NhtR3QVo/7rCuGBy7a3umjfKMZz+A=,39,30,149,149,1,2016-01-31,2016-03-01,0
NlM1id2vh5g52CYZwl3oFfcHkC6bcPtfIqPtXyXY8eM=,36,30,180,180,1,2017-02-09,2017-03-09,0
NobHyuJBgow+tTuC8qL7eHP+WonZPTOgPyYiNZ8R178=,40,30,149,149,1,2016-04-08,2016-05-14,0
NobHyuJBgow+tTuC8qL7eHP+WonZPTOgPyYiNZ8R178=,40,31,149,149,1,2015-03-12,2015-04-11,0
NobHyuJBgow+tTuC8qL7eHP+WonZPTOgPyYiNZ8R178=,40,30,149,149,1,2016-02-08,2016-03-14,0
NtkJkJLReESqQbfoo3cWBLdorVDqIYu2eS9BFPPXPoY=,39,30,149,149,1,2015-11-02,2015-12-16,0
Nu51nplJJAChgiEG068kaaMDztvjcQCkaKHM1JAymd0=,41,30,99,99,1,2016-11-14,2016-12-14,0
Nu51nplJJAChgiEG068kaaMDztvjcQCkaKHM1JAymd0=,41,30,99,99,1,2016-12-14,2017-01-14,0
O7rafMlJZqV/hJk5qE+Rm/RZ35A/cjJMrSyrTE49rTs=,41,30,99,99,1,2016-06-08,2016-07-08,0
O7rafMlJZqV/hJk5qE+Rm/RZ35A/cjJMrSyrTE49rTs=,41,30,99,99,1,2016-08-08,2016-09-08,0
O80sFuxK0uYffvR3ocMBpUdgu73xBuuO7dPWLNdTAlc=,41,30,149,149,1,2015-03-01,2015-04-02,0
OLe96qQE+KpaPBfR7bsVDnT0wjnyX5Z8Owa8Ti+2ReQ=,41,30,149,149,1,2016-08-21,2016-09-21,0
OQpMJcNcQImrPSTeo/rErNltyMUS2v8l83/McQHN/78=,41,30,99,99,1,2016-10-21,2016-11-21,0
OQpMJcNcQImrPSTeo/rErNltyMUS2v8l83/McQHN/78=,41,30,99,99,1,2016-04-21,2016-05-21,0
OjGfGyLIqoTKOBt9DbZMBOCZ1C+XDvXBW9KEDP8XsqM=,40,30,149,149,1,2016-06-23,2016-07-24,0
OjGfGyLIqoTKOBt9DbZMBOCZ1C+XDvXBW9KEDP8XsqM=,40,30,149,149,1,2016-10-24,2016-11-24,0
OjGfGyLIqoTKOBt9DbZMBOCZ1C+XDvXBW9KEDP8XsqM=,40,30,149,149,1,2016-04-23,2016-05-24,0
OjGfGyLIqoTKOBt9DbZMBOCZ1C+XDvXBW9KEDP8XsqM=,40,30,149,149,1,2016-08-24,2016-09-24,0
OpRrE7NnG3c4JkdUuD2piLz6Qob99dfmDGHrLg2gI9I=,31,0,0,149,1,2015-09-30,2015-10-31,0
OpRrE7NnG3c4JkdUuD2piLz6Qob99dfmDGHrLg2gI9I=,31,0,0,149,1,2015-03-31,2015-04-30,0
OpRrE7NnG3c4JkdUuD2piLz6Qob99dfmDGHrLg2gI9I=,31,30,149,149,1,2016-03-31,2016-04-30,0
OsvebVsGVE2iQN06K2PzYtI/el4oBjJWP/nUmRanKRI=,41,30,149,149,1,2015-09-21,2015-10-29,0
OsvebVsGVE2iQN06K2PzYtI/el4oBjJWP/nUmRanKRI=,41,30,99,99,1,2016-09-30,2016-11-08,0
OtQ15zNJRj0TP/QxhaI8U+NVPtPP9csPobTrrplxFSU=,39,30,149,149,1,2017-01-31,2017-03-09,0
OuLSU8EmGtqDkf6XkVUZMJmWqLA1HAb4MD8+dfO3cd0=,41,30,129,129,1,2015-04-11,2015-05-11,0
OuLSU8EmGtqDkf6XkVUZMJmWqLA1HAb4MD8+dfO3cd0=,41,30,99,99,1,2017-01-31,2017-03-01,0
OuLSU8EmGtqDkf6XkVUZMJmWqLA1HAb4MD8+dfO3cd0=,41,30,149,149,1,2015-04-11,2015-04-11,1
OzC19QdwJ0lrpYkeA6B0x9MW+ozLkRIq3XYwTBsAgLc=,41,30,149,149,1,2015-10-21,2015-11-22,0
OzC19QdwJ0lrpYkeA6B0x9MW+ozLkRIq3XYwTBsAgLc=,41,30,149,149,1,2017-01-21,2017-02-22,0
PGLUBAmsHxCSnvmpJUpRp30g5BTc6/5p3//j8Nn2bWM=,41,30,99,99,1,2016-08-25,2016-09-25,0
PIXPIUS22db6ed5gCiaaDb2E7WVGq/TMl1mNtxXfQuI=,24,30,149,149,1,2015-06-11,2015-07-28,1
PIXPIUS22db6ed5gCiaaDb2E7WVGq/TMl1mNtxXfQuI=,33,30,149,149,1,2016-05-31,2016-07-28,0
PIXPIUS22db6ed5gCiaaDb2E7WVGq/TMl1mNtxXfQuI=,33,30,149,149,1,2016-02-29,2016-04-28,0
PMnHeGDxJkisWm5YxwJkHFOWEIp/3ModBLeqXBvyRT0=,40,30,149,149,1,2017-01-20,2017-02-22,0
PTNZHCnGSIUXDXGtQ59WXCSkAqrDdbC+tWTvsgDvp3Q=,37,30,149,149,1,2016-06-07,2016-07-06,0
PX4MMzW6p7jSc4V4gRo3Bj64BGlC02VvR+OD5C3muI0=,41,30,99,99,1,2016-11-06,2016-12-06,0
PX4MMzW6p7jSc4V4gRo3Bj64BGlC02VvR+OD5C3muI0=,41,30,99,99,1,2016-05-06,2016-06-06,0
PX4MMzW6p7jSc4V4gRo3Bj64BGlC02VvR+OD5C3muI0=,41,30,99,99,1,2016-08-06,2016-09-06,0
PdCIQrfmXYKShCyg2KK/DgbP3N07Ylt0a4A5sA+1d+w=,41,30,149,149,1,2017-01-19,2017-02-19,0
PmTGFxgq94oVGWaUw8tMbvPCALkwbRo9qqF+MQjpJaA=,39,30,149,149,1,2016-01-31,2016-03-27,0
PmTGFxgq94oVGWaUw8tMbvPCALkwbRo9qqF+MQjpJaA=,39,30,149,149,1,2015-12-02,2016-01-27,0
PqPDXZESbUZmTj2MIpEjrJobv5kT+35RYIkJtK/Bcwc=,41,30,99,99,1,2016-05-21,2016-06-21,0
PqPDXZESbUZmTj2MIpEjrJobv5kT+35RYIkJtK/Bcwc=,41,30,99,99,1,2016-04-21,2016-05-21,0
Q1JMMOS+FxIClJtphTQSXj+LWRyYLx7p10HmeE3lwVk=,41,30,99,99,1,2016-05-31,2016-06-30,0
Q40ol912vqDx4FYr7IhgKmb9eML0kDMSSAYe2a/FUVQ=,40,30,149,149,1,2015-05-27,2015-06-26,0
Q40ol912vqDx4FYr7IhgKmb9eML0kDMSSAYe2a/FUVQ=,40,30,149,149,1,2016-01-27,2016-02-26,0
Q40ol912vqDx4FYr7IhgKmb9eML0kDMSSAYe2a/FUVQ=,40,30,149,149,1,2016-10-27,2016-11-26,0
Q5KYpQlrQ3QzOpTelFa5cDW6KW6FNnbo73w3WjZx2To=,41,30,149,149,1,2016-08-03,2016-09-03,0
QBMOrFG0CTf0JyHRNVRT9Fo4pom2YM2ymCpcYeZR08s=,41,30,149,149,1,2016-02-12,2016-03-12,0
QCo7sGl3W+W/HIS1Tj4scxsyb3ZYRqH4GG20VMzi26s=,41,30,149,119,1,2015-04-15,2015-05-15,0
QCo7sGl3W+W/HIS1Tj4scxsyb3ZYRqH4GG20VMzi26s=,41,30,99,99,1,2016-04-04,2016-05-04,0
QTkJg1mFY9sCmQC9bGWriJ/2sU6pTNEnkMnTAkte61M=,41,30,99,99,1,2015-12-04,2016-01-04,0
QTyf5RSXxFIFAIwFs0efD53/A15oh5DrQzGhUnx0M3I=,41,30,149,149,1,2016-07-09,2016-08-09,0
QTyf5RSXxFIFAIwFs0efD53/A15oh5DrQzGhUnx0M3I=,41,30,149,149,1,2016-08-09,2016-09-09,0
QjcxXFIqEo1XEiz+b9/M0pIydx6JgJhVBeqoEtMqyxI=,41,30,99,99,1,2016-04-18,2016-05-18,0
QjcxXFIqEo1XEiz+b9/M0pIydx6JgJhVBeqoEtMqyxI=,41,30,99,99,1,2016-03-19,2016-04-18,0
QoBxpYCuN5iwV7A67ktyEjbZGOlb3EwPJ3pcKFoPsgc=,38,30,149,149,0,2017-01-07,2017-02-06,0
QuBOB7WXtmTYJmWWrfxi2i5x1BEMfAGkF/UfR9YpfAA=,40,30,149,149,1,2017-02-16,2017-03-15,0
R5SNzwXFgOAgg4IuV/9NbDFX5PeGtJp2YT8Fpiu+iNU=,41,30,129,129,1,2016-04-26,2016-05-27,0
RMj4OUUrr4cS4/Ztt57y80PRbpABPW3Tb3KoAb9uFN0=,41,30,99,99,1,2016-06-25,2016-07-25,0
RMj4OUUrr4cS4/Ztt57y80PRbpABPW3Tb3KoAb9uFN0=,41,30,99,99,1,2016-05-25,2016-06-25,0
RO2NSyfwjlmhelquiZhzVJ+7S9lnzvuuGd2aODXQ99E=,36,30,150,150,0,2016-01-31,2016-03-01,0
RO2NSyfwjlmhelquiZhzVJ+7S9lnzvuuGd2aODXQ99E=,36,30,150,150,0,2015-11-29,2015-12-29,0
RSfjfo9S9UFGNN1AplFqSdYdykccUbICVJuG9ToXOdA=,41,30,129,129,1,2016-09-30,2016-10-31,0
RX7XnB8PVClvCDmUSAqX9xPXsYzKT/l3UDAlxBzunic=,37,30,149,149,1,2015-11-07,2015-12-07,0
RX7XnB8PVClvCDmUSAqX9xPXsYzKT/l3UDAlxBzunic=,37,30,149,149,1,2017-02-07,2017-03-07,0
RX7XnB8PVClvCDmUSAqX9xPXsYzKT/l3UDAlxBzunic=,37,30,149,149,1,2016-11-07,2016-12-07,0
RZ+fSdOOsWOxcyMOs3Yli1pBO/XJzS595cowmSwSuhk=,37,30,149,149,1,2016-09-27,2016-10-26,0
RaZzpyMA+WOaEloqgM8IzoGwx/XAkFKOQAhQvv/8cfI=,40,30,149,149,1,2016-02-01,2016-03-01,0
RcT3lJQg/vMbxdc829LnFyN48KcBbAIs5tGvytvGwZg=,36,30,150,150,0,2015-10-21,2015-11-20,0
Rdo+b+zGAVfWudNJvg61ahzJS1BX+RY0FfX8mWa0VZ8=,41,30,149,149,1,2015-06-02,2015-06-29,1
Rj6jMufEnCGcag5cGJGSl+YP8TcWtWN0NUiskqN6MAE=,39,30,149,149,1,2017-01-31,2017-03-27,0
Rj6jMufEnCGcag5cGJGSl+YP8TcWtWN0NUiskqN6MAE=,39,31,149,149,1,2015-01-31,2015-03-27,0
S+dfGYIniTqmj0AOnb3FJhv6ao9DO1q43GXVJscETPQ=,34,30,149,149,1,2016-07-31,2016-08-31,0
S4JJt3snMvZvqnn2gh05IahwpwZzwcm49DVs3jLvvgE=,40,30,149,149,1,2015-07-20,2015-08-19,0
S55h6e5yZckTE1YXPtRM4WiI2w9Ymgv5LaWeXzLpbOg=,37,30,149,149,1,2016-12-17,2017-01-18,0
S8CoT+WTSikJWDljLbTWt9mbD7UXwL8orn8crceybRw=,41,30,149,149,1,2015-06-12,2015-07-12,0
SEefVTvIGZTkIpWvzQLZlwQTp1mVqAP3AwsR9PgJLv4=,39,30,149,149,1,2015-06-30,2015-08-17,0
SPmq9R4KxLAUs7h2oEf6EyBVhIzlcKaIbjmOT/aXhTU=,37,30,149,149,1,2016-03-24,2016-04-24,0
SPmq9R4KxLAUs7h2oEf6EyBVhIzlcKaIbjmOT/aXhTU=,37,31,149,149,1,2015-01-23,2015-02-24,0
STfMmPD0WhXvVv2krv6y35KTTtWWTDYO888TeHxm1ys=,41,30,149,149,1,2015-08-18,2015-09-18,0
STfMmPD0WhXvVv2krv6y35KTTtWWTDYO888TeHxm1ys=,41,30,149,149,1,2017-02-17,2017-03-17,0
STfMmPD0WhXvVv2krv6y35KTTtWWTDYO888TeHxm1ys=,41,30,149,149,1,2015-06-18,2015-07-18,0
SYUmtjooETY6t3C3t3sycLBX8g4csFAY5eKjsqTchCQ=,41,30,149,149,1,2017-01-31,2017-02-28,0
Slt9R3gzjA1cwc6sp9r1aaQpcEwuoqz0ig1B9kiiJzk=,41,30,99,99,1,2016-02-14,2016-03-14,0
SrlALmGLObgRSbv1pEVfM6Qh4KyPW1nVgewOSxNjAx4=,39,30,149,149,1,2016-07-31,2016-09-27,0
T64lunseGYbXPyYw8209OrXwPVxZiJAkSXXI36ve3j8=,41,30,99,99,1,2016-11-13,2016-12-13,0
TBLWKNHLz2uFSKSL/WX6XvyDVkMIYUz3GbcJf6ojAmQ=,41,30,99,99,1,2016-01-06,2016-02-06,0
TDV7H5pB1oFJWFlJRAoQJFac/8j5Ik/cXv6QeWUdJRo=,41,30,99,99,1,2017-02-06,2017-03-06,0
TDV7H5pB1oFJWFlJRAoQJFac/8j5Ik/cXv6QeWUdJRo=,41,30,99,99,1,2016-12-06,2017-01-06,0
THR4D3LdEv3eHgE4fByqBZRkw5FgpM9E/Exob4JuIuM=,41,30,99,99,1,2016-03-29,2016-04-30,0
THR4D3LdEv3eHgE4fByqBZRkw5FgpM9E/Exob4JuIuM=,41,30,99,99,1,2017-01-31,2017-02-28,0
TO7c1GPLzUpHV7CrQNPN/aye6bgpHWkwHE2+WG+48jY=,41,30,149,149,1,2015-01-26,2015-02-26,0
TO7c1GPLzUpHV7CrQNPN/aye6bgpHWkwHE2+WG+48jY=,41,30,149,149,1,2015-11-26,2015-12-26,0
TO7c1GPLzUpHV7CrQNPN/aye6bgpHWkwHE2+WG+48jY=,41,30,99,99,1,2016-02-16,2016-03-16,0
TOpPHmPpkv1KXuB8j3o5VDsa+RuVKUt77Xrtah46NjQ=,39,30,149,149,1,2015-08-31,2015-10-08,0
TT4RyFaV3Y9IjoYr6pJxyNx5UaaQa1dytG9KgD2/Q0c=,38,30,149,149,0,2015-01-07,2015-02-08,0
TcQLAZPDqdK2Nrl4i0h9xJrnJBZka2xtDzmxJNK/+P0=,36,30,180,180,0,2016-04-23,2016-05-23,0
Tfak1IEM+jICD06eNQrSolDhGgZzzStklmcJr5f62as=,41,30,129,129,1,2016-12-31,2017-01-31,0
Tfak1IEM+jICD06eNQrSolDhGgZzzStklmcJr5f62as=,41,30,129,129,1,2016-03-14,2016-04-14,0
TpX904WYkFDtlXb+YJP+2RmAwD7eq4HlbIvc4KTuHvs=,41,30,99,99,1,2015-12-09,2016-01-09,0
TpX904WYkFDtlXb+YJP+2RmAwD7eq4HlbIvc4KTuHvs=,41,30,99,99,1,2016-02-09,2016-03-09,0
U0VMnkkPYZ3Ret1vZH72uFrxTNR4fTDXgmstoXEgH9U=,40,30,149,149,1,2016-11-17,2016-12-16,0
U0VMnkkPYZ3Ret1vZH72uFrxTNR4fTDXgmstoXEgH9U=,40,30,149,149,1,2016-03-17,2016-04-16,0
U2+BouLN2TUGQrvsry8BMy62QgSux5eFMkUianSlBlE=,40,31,149,149,1,2015-02-07,2015-02-05,1
U2+BouLN2TUGQrvsry8BMy62QgSux5eFMkUianSlBlE=,40,30,149,149,1,2016-03-09,2016-04-08,0
U31GvRKRcZ19Z0pDgHiISANx+4fwql0SXiiTdY+toC8=,40,30,149,149,1,2015-09-21,2015-10-23,0
U31GvRKRcZ19Z0pDgHiISANx+4fwql0SXiiTdY+toC8=,40,30,149,149,1,2016-06-21,2016-07-23,0
U86AhM7rp5REfmGItxS08LQSklQhAwfK/AbWLTsFhLM=,41,30,99,99,1,2016-11-19,2016-12-19,0
UQCngsVRmf6FnK8TVS54rff/ammCkmdErxJ2eFC/T50=,41,30,99,99,1,2016-12-02,2017-01-02,0
UWWvI4G0RxkpfzGh37ZQVqPOjuQcbFMeKcAr5cTUcf0=,37,30,149,149,1,2016-11-10,2016-12-10,0
UbF3aYkGw9G1sx6P8N4XjQYv8ahy/kKNybxbh+jIuDg=,41,30,149,149,1,2015-03-14,2015-04-14,0
UbF3aYkGw9G1sx6P8N4XjQYv8ahy/kKNybxbh+jIuDg=,41,30,149,149,1,2016-09-21,2016-09-21,1
UbF3aYkGw9G1sx6P8N4XjQYv8ahy/kKNybxbh+jIuDg=,41,30,149,149,1,2015-07-14,2015-08-14,0
Us3bSfu9WuAlGAiZIc9eFsNPMbr0m2bAO4aEd5w4zDI=,41,30,149,149,1,2015-04-01,2015-05-01,0
UyM4O2+azrN3bqQD5KqQZQbaI7g7nfmKPo7RizwA+9k=,41,30,129,129,1,2015-08-12,2015-09-12,0
V2+MR1q2t52tKPIjNrbzpdTdPQsVtmSzfiwInFu51+E=,40,30,149,149,1,2015-10-06,2015-11-05,0
V2+MR1q2t52tKPIjNrbzpdTdPQsVtmSzfiwInFu51+E=,40,30,149,149,1,2015-12-06,2016-01-05,0
VAsRXcm8RlHtFJ3WbWoNwgO4knd8yjFdLNk6BkfH3Hk=,38,30,149,149,0,2015-03-29,2015-04-28,0
VCBbRac6WvEwiIpW4VD98dAfjmMmPV/eQDAcXdqVCcQ=,41,30,149,149,1,2016-02-25,2016-02-25,1
VDUwdb5aJzcywU263hOLNJ4tWCgBSLKQlUsUZe8NUMY=,41,30,99,99,1,2016-08-16,2016-09-16,0
VDi0+mx/1Kz0Hj/QXOJi0RnXCeb0Ud45d6Hk7OCoT2U=,37,30,149,149,1,2015-10-01,2015-11-01,0
VLMHRO/LD0sia9Qc+0cQr+CPJiAP4+5r5hVYRjs2dis=,33,0,0,149,1,2015-08-31,2015-09-30,0
VLMHRO/LD0sia9Qc+0cQr+CPJiAP4+5r5hVYRjs2dis=,33,30,149,149,1,2015-11-30,2015-12-31,0
VXKxat7cwxKCbdRRtowcqulxZFmpqPHSEVZ4nRcDTiA=,41,30,99,99,1,2016-11-12,2016-12-12,0
VXKxat7cwxKCbdRRtowcqulxZFmpqPHSEVZ4nRcDTiA=,41,30,99,99,1,2016-02-12,2016-03-12,0
VXKxat7cwxKCbdRRtowcqulxZFmpqPHSEVZ4nRcDTiA=,41,30,99,99,1,2016-07-12,2016-08-12,0
VuXXYRjKwnEUzIsw48B49MXvZYatXh5bOSEGzmtd+iM=,40,30,149,149,1,2016-10-12,2016-11-11,0
VzhSOBdDMGQ28INsxzJEMUSp7EeCc1TPC+QAF/j5lp4=,39,31,149,149,1,2015-03-31,2015-05-14,0
W/GKBoNStmkORtkdfa9/cTTT+l2qXY56XBIVrdey/PY=,41,30,99,99,1,2016-11-23,2016-12-23,0
W/GKBoNStmkORtkdfa9/cTTT+l2qXY56XBIVrdey/PY=,41,30,99,99,1,2015-09-23,2015-10-23,0
W7xSKbknx4pLYM4UchE4bT+qPRPik8DLs84uMuGqlXI=,41,30,99,99,1,2016-04-27,2016-05-27,0
W8gtEAJBbSbd9W2MHd9PLyhvFWN8WkgU0Xade5ZPb9U=,41,30,149,149,1,2015-12-17,2016-01-17,0
WItXEOiTwuJgcz9odgxGBPkyqeiRJLbN0D0XDAJQ/4g=,41,30,99,99,1,2016-11-25,2016-12-25,0
WItXEOiTwuJgcz9odgxGBPkyqeiRJLbN0D0XDAJQ/4g=,41,30,149,0,1,2016-03-25,2016-04-25,0
WL3T47m49FiQRh1Zn+sicqDEfGSKhOZwqz2RQ7mROBQ=,41,30,99,99,1,2016-11-30,2016-12-31,0
WQzxI3Jki4g4YsLJ8JIhO/NH27jwa6ykmqXD9RgWMLA=,41,30,129,129,1,2016-03-19,2016-04-19,0
WQzxI3Jki4g4YsLJ8JIhO/NH27jwa6ykmqXD9RgWMLA=,41,30,149,149,1,2016-09-22,2016-09-22,1
Wk+V+N7Ogpw+BOE5CWpqEmuc2sVabuVC7oosexLxhKI=,34,30,149,149,1,2016-07-31,2016-08-31,0
Wk+V+N7Ogpw+BOE5CWpqEmuc2sVabuVC7oosexLxhKI=,34,0,0,149,1,2015-07-31,2015-08-31,0
WuUziIZefsE/aCRVI/8C2Xjh/WBA/fkJvvxjHeQc5lo=,41,30,149,149,1,2016-05-14,2016-06-14,0
X1iYVYr5BIWZVlkUPM+kOQbXYWVB7Ws56IZ/VsnLEtg=,41,30,99,99,1,2016-06-09,2016-07-09,0
X1iYVYr5BIWZVlkUPM+kOQbXYWVB7Ws56IZ/VsnLEtg=,41,30,99,99,1,2016-09-09,2016-10-09,0
X8rLVdNqFkXYUvJ55UhfWGbzORjm394pa2R7llBlXAs=,41,30,99,99,1,2017-01-05,2017-02-05,0
XH5ceYZZ5f9aYg4UlUOjvwbQqeQmZ4/Y1ty30mPiPFc=,38,30,149,149,0,2015-10-04,2016-01-08,0
XH5ceYZZ5f9aYg4UlUOjvwbQqeQmZ4/Y1ty30mPiPFc=,38,30,149,149,0,2015-06-09,2015-08-11,0
XY+Yu0h+sk0RAu0gkHYEEnm7ayzC0zbWVh5cvxG1V2w=,36,30,180,180,0,2016-04-07,2016-06-06,0
Xd5/XGnHPP7RVOKILQm3TJXE+Q2en8ypKNmFJMc1rA4=,40,30,149,149,1,2015-10-26,2015-11-25,0
Xd5/XGnHPP7RVOKILQm3TJXE+Q2en8ypKNmFJMc1rA4=,40,30,149,149,1,2015-06-26,2015-07-25,0
Xd5/XGnHPP7RVOKILQm3TJXE+Q2en8ypKNmFJMc1rA4=,40,31,149,149,1,2015-03-26,2015-04-25,0
XfxK0cQLCL+bckDws0IDcTv3IKpKSSy4R5EpQ7EVxQQ=,36,30,150,150,0,2015-10-04,2015-11-03,0
Xl/vFzdWzjKfekibnbbhkqLZGhV7ixKD1FGdF1jH1Do=,40,30,149,149,1,2015-07-11,2015-08-17,0
Xl/vFzdWzjKfekibnbbhkqLZGhV7ixKD1FGdF1jH1Do=,40,30,149,149,1,2016-01-11,2016-02-17,0
Xl/vFzdWzjKfekibnbbhkqLZGhV7ixKD1FGdF1jH1Do=,40,30,149,149,1,2015-11-11,2015-12-17,0
Xmy5TdRi+zCWiVvtiLH5IKLskQF4giVDwtRp/NTiA04=,41,30,149,149,1,2015-08-18,2015-09-19,0
Xmy5TdRi+zCWiVvtiLH5IKLskQF4giVDwtRp/NTiA04=,41,30,149,149,1,2015-05-18,2015-06-19,0
Xyx2oVs6nNT1kNxm6Mtekfe+ibo5ads4bZKXpTkXfkw=,39,30,149,149,1,2016-12-31,2017-02-16,0
XzeD9M5f9DBl+feICUnKIUtmeDKzcqVeA1bD5Mrj9N8=,41,30,149,149,1,2016-11-14,2016-12-14,0
XzeD9M5f9DBl+feICUnKIUtmeDKzcqVeA1bD5Mrj9N8=,41,30,149,149,1,2016-02-14,2016-03-14,0
Y+NP23EF8XDb2lkFq7aoRaGjU7cVMXIMEaOOzXkQHEg=,37,30,149,149,1,2015-10-04,2015-11-07,0
YJuTymU01rxMBouvCbU/YPLL0TQ2NxqwyWp1Car1/T4=,41,30,149,149,1,2015-05-15,2015-06-15,0
YOXqhxr3Q3ybtnBvyAjUwxY02F8ckc9W906mgibhzd0=,41,30,99,99,1,2016-11-05,2016-12-04,0
YVjl08lI10w60Yvs57ftdOP8HFbec2tHKXG2KA3JX3Y=,28,30,150,150,0,2015-10-14,2015-11-13,0
YcZfRetDvFSLd32L6kSnaY4kW9DENu4HR3GJZsPuF3o=,37,30,149,149,1,2016-07-04,2016-08-04,0
YcZfRetDvFSLd32L6kSnaY4kW9DENu4HR3GJZsPuF3o=,37,30,149,149,1,2016-10-04,2016-11-04,0
YgiaQYK7ehVq9f6ijl+HC0edpACxffZ377jQi0rDJxk=,41,30,149,149,1,2016-10-31,2016-11-30,0
Yl82BMPymRMLsasF4AiClE3PI3w7OC8H2YQH59xW1Bc=,41,30,149,149,1,2016-01-04,2016-02-04,0
Ylb+T9ComwWAB06jegmhKAiCQ5Em20i+d6fj47J51j4=,41,30,149,149,1,2015-12-04,2017-01-04,0
YpwrYk99bKHArFnj0rYR3E9/eHayXNC9PbBKrDeFHcw=,37,30,149,149,1,2015-11-07,2015-12-06,0
Z+oQ2By1qVghRrEGBEhaOkHtfKq+5W84G0IMw4RgW7c=,41,30,149,149,1,2016-03-13,2016-04-13,0
Z1+aXRFnXGbWX5Z7f9+lzki2KA4ITM75GTTjpvyVDyw=,41,30,99,99,1,2017-01-25,2017-02-25,0
Z5Pwhhfd/3QyapOQWjIg4of3cCVCLKIqaUWOcj7H2eQ=,41,30,99,99,1,2016-09-15,2016-10-15,0
ZEDwjKRBQXESRuQD3V2mSC7CCu/yVAA4osgufT9rwLw=,33,30,149,149,1,2016-09-30,2016-10-31,0
ZJtjnWVM5G3yBhj/A7pqARw3/tIzOO/jDG37QnQmenk=,38,30,149,149,0,2015-09-23,2015-10-23,0
ZJtjnWVM5G3yBhj/A7pqARw3/tIzOO/jDG37QnQmenk=,38,120,477,477,0,2016-10-30,2017-02-27,0
ZJtjnWVM5G3yBhj/A7pqARw3/tIzOO/jDG37QnQmenk=,38,30,149,149,0,2015-01-29,2015-02-28,0
ZM1VYvppPTTDU0jHpUzCNXv93t1YuBLK3eazcir+AOo=,41,30,99,99,1,2016-11-19,2016-12-25,0
ZQLPjAW2Hk/puTROrr+e96BTJz4ov/t7883Txr3Iv8A=,41,30,149,149,1,2015-02-02,2015-03-02,0
ZQLPjAW2Hk/puTROrr+e96BTJz4ov/t7883Txr3Iv8A=,41,30,149,149,1,2015-01-02,2015-02-02,0
ZTklGSLWj/bJVWDyGkJUehZZLrLetLi0gT5haV9PWag=,36,30,180,180,0,2016-12-11,2017-01-10,0
Zp0e1r4ClGGvfdFktMIeKstEHXQ47ttTCd59GkCF/dQ=,41,30,99,99,1,2016-09-01,2016-10-01,0
ZvAPOdobdd6NgmNkgeuKG99086iJMe0m6pEDoWkDxPM=,41,30,99,99,1,2016-09-02,2016-10-02,0
ZvAPOdobdd6NgmNkgeuKG99086iJMe0m6pEDoWkDxPM=,41,30,99,99,1,2016-02-02,2016-03-02,0
