msno,city,bd,gender,registered_via,registration_init_time
rmTVcPcyBORQxj2g2rr/9Ii5eYWT5KjGKNfWWZkpyQY=,1,0,,7,20141024
zkaUSv54e5uzK1zMMeWGGInNyGyTPtGXmqCRKNgdY8A=,1,0,,7,20151228
zuF9haZ0mgA7vKHhpMuwvAT6q0dsoHE681v70HUJa30=,1,0,,7,20141002
+GUPkGoaQ7Ew5TIa7h2460wMk5/iIgBu7YGVG9dODMs=,15,0,,4,20160224
+JQCv+notSQw9MN/tODqIyP1QzcEk5ZpRrUjFHxQ8ig=,1,0,,7,20160814
/v0556fT6H7NdrdMtEuW2jsxPMOMRtlvlrj/X23x6Vo=,1,0,,7,20130207
1QhxELF1TI7o9bm7qSIZmUbeCKXgRkM9nEu5lwCp1Yk=,1,0,,9,20161023
4b0hIACF89ALDliJRaOrpvSCFET9kabQfmpmt5oMjAY=,1,0,,7,20160229
9Hmgei7WuPlwN+TS79/S+KY9K3Io+LLuHqNCAJqS5hY=,1,0,,7,20160202
9sfAVr7QqIofDPLUXl876p34HEEptkafQIijitNEGNY=,18,59,male,9,20080723
L/od3w1/GalT7bSij5OR8j0tHbuu8N5sm4ZlPgkfipw=,15,19,female,9,20141221
MhRm/8ixArsCAyfIFbs9d4s2vheUT5ut8aJpgnrC5yw=,1,0,,7,20160131
N/EId2NWdpjYbj3os9XjTcfASkHSu/5DwevaUroSYQI=,1,0,,7,20130616
NCpFYkHwNJ0HWiwcCpU3kyyTdEXIvXEnPI1JXDpQn7g=,1,0,,7,20160924
OzC19QdwJ0lrpYkeA6B0x9MW+ozLkRIq3XYwTBsAgLc=,1,0,,7,20120907
SrlALmGLObgRSbv1pEVfM6Qh4KyPW1nVgewOSxNjAx4=,11,25,male,9,20130925
WsqRH4EyAPvv8Yfm1tO3lWKbbOi/au/XL4Y0vLAJZt0=,13,0,,4,20160329
X8rLVdNqFkXYUvJ55UhfWGbzORjm394pa2R7llBlXAs=,1,0,,7,20151105
ZvAPOdobdd6NgmNkgeuKG99086iJMe0m6pEDoWkDxPM=,1,0,,7,20130529
lqaTb42bw7to/gwQGNwTLJcaDS0qZdtaTYAeulNQXvA=,1,0,,7,20130901
qjv8745G/9B4UQDtCpkivxWT6Zaz5eyyyiQN6EiEb7c=,1,0,,7,20101116
skPG4G4Dz2UjhyUUYnjInL4xbzny01c56/2+1JIK+HI=,1,0,,7,20120608
tU7zkdAeT7IP3qyjjrtUzldy9AYUA6omnSsOZSuG3tk=,5,31,female,4,20151023
+QxHYXGsJf8RhUA8SxYR3ySkV32KhwyaX743aI7vaXw=,10,23,male,3,20131028
9y4B+PddX7sstnG3HObAM5udI5uFuHsWTUj0vLh+p7s=,13,26,female,9,20090105
Az8p1Y8WDRRGygkTZZ3L3B9U2HdqXPOjaydgKx9M4Ok=,1,0,,3,20130811
CV98Wv9kvT+xaVhKd8+kkb/AzgEPukSYs9KqB3uxOB8=,4,20,male,7,20130220
DEJTnx3cyFu+b0h6/NlLCPc6Dl/9O27EYYRd9wSc/yY=,8,0,female,7,20140309
H17qitOMOXtlccqnQUPPOgaf4aDm9MVL0F3CCzncoUU=,13,35,male,7,20160309
JLFMWb4b8LZvaeJSfJl7zgvzFNidbwYvisAdp0wGtF8=,1,0,,7,20150222
Q83Z5fXP842YyPJoRTasEad9F5pSi1CjmD0GsDOQ+Gk=,1,0,,7,20151026
QSSPj3XqtU2q1/ZfK7KYlZdqh/XkHkKdKpsY0BUAqto=,1,0,,7,20160215
RaZzpyMA+WOaEloqgM8IzoGwx/XAkFKOQAhQvv/8cfI=,13,43,female,3,20131017
V7qYXgiz7lrvaEL7kTJCktUktpxsC5+jPAgU2+XhK88=,4,18,female,3,20130907
VAFuacAMrsc1dj9pTsiP+AN2az5d0uWe6cYEwbBA0UQ=,1,0,,9,20150726
ghj+PlmJ7X+h10t9+oDaNWP/mEaNKymkudtBJkGh+wE=,1,0,,7,20160316
hWZCdkruO+HvfsAGpDbBjaaIVM80QRKCHPDAwqNthfc=,6,32,female,3,20160814
i4gvouK/vcrmahJj0RaPj0wHbSpmPK0aiVph7UlvPhw=,4,29,female,9,20150729
iFgB7KcfVlQmcudbJraK9GszcRusjG8t4AI4dSzt6IE=,4,37,female,9,20110722
j5DNbqqcs4M+OL4v39TewqcbtzoiR6vKviJbyfjzl9o=,1,0,,7,20150503
osJ9Kq96Bz36hP+INYy+jz+aRS2AjEh9LLXrYIAwvMM=,13,24,male,7,20160810
pPF5A/6SlT+ltQPKtY+UvXtHXHnXrj5BzY4GswnFEJQ=,22,51,male,9,20080919
pq0OOufqVVmQfqAFGsMpBFCtOAG818h2+MgTBmh8bXM=,6,36,male,9,20130510
tsX7jcBVV6EL6ZBFcOXcVDQ5KmHoTbs+WcgwrEAaiFk=,22,18,male,4,20160425
yiTey8LRFqORPTHHdcAOG8x/tvFwMf9520MzkPhR6MM=,1,0,,7,20100802
0xS0eezjAD9hXV/cSPq2+aPOfYs1xkClW4RomHoBHkk=,22,42,male,3,20131006
2rTlVCD3ubrk82ZIqOE9bCqJWxg0I+5gmg6lssExaPg=,1,0,,7,20131104
6GxSQ+FbVOzaQoMr6KZrZLiZfHxOQLshJLHk8nFRPks=,1,0,,7,20160124
AaCt+utkXfUJQRjli5nKpQ3IYeK6VAVdlolbB5sQ+ro=,1,0,,7,20160116
BwLaj/zthHO5TU/VhBlangW2I8pYwx0KqG99dg6pDuI=,1,0,,3,20130512
KlK7vU+dQ4kRKq0HqCOBMdYbtNSqbJqPh4kgbg0aY+4=,1,0,,7,20160127
Q5KYpQlrQ3QzOpTelFa5cDW6KW6FNnbo73w3WjZx2To=,1,0,,7,20160103
S6PZFJhNOIOSMH0OBrV/CvUKxl8Zmrlogi93x81e2v8=,1,0,,7,20160113
VCBbRac6WvEwiIpW4VD98dAfjmMmPV/eQDAcXdqVCcQ=,1,0,,7,20130820
Y+NP23EF8XDb2lkFq7aoRaGjU7cVMXIMEaOOzXkQHEg=,13,33,female,9,20120131
g3tnXefFa2mbrraUXwls0VaxnCooWI0B/ZIxKc2oH2Q=,13,27,female,3,20150927
r9KZRf/5l69eRpkS8LrEhAsXWY6wtOlPudMeaV6h/M0=,1,0,,7,20110119
vbjO6s+P/WxeWLCatc2NKFPOdUnQ5g6jA12HJe8AI9w=,1,0,,7,20151025
zrD+v/GbVj49MXttIi+Vlj9LgDnzY5A8qA+WP0EuFeM=,13,26,female,9,20130228
01fTngo7owT5WbytVB4p7iwaqNCN7O8Tt12Bbhq+7SU=,1,0,,9,20160824
6xSLjj55xKPirUi7LQFn3mWSAGohBVUTrDQSjuuPgFw=,1,0,,7,20140808
NlM1id2vh5g52CYZwl3oFfcHkC6bcPtfIqPtXyXY8eM=,1,0,,4,20151226
O7rafMlJZqV/hJk5qE+Rm/RZ35A/cjJMrSyrTE49rTs=,1,0,,7,20131009
YJuTymU01rxMBouvCbU/YPLL0TQ2NxqwyWp1Car1/T4=,1,0,,7,20140916
bxjKzfN8hGUiEd0zw1mXN0E9FINV5v/dzcJ1NhtcOqU=,1,0,,4,20160122
o7CHd2YgtHqF7gyZRkaeyyiqXPFtTnTwmVJ8ztw0/2U=,1,0,,7,20150802
sOxgu+VbRJPFDXF4UZ/xqDfGEsbZN7XGE4lhtFLfs40=,1,0,,7,20151007
simMNoCYqjresndDUn4yzgCxzhGdLc2DLMUogVwfEQQ=,1,0,,7,20160112
tSBkOAdkuiCwYT9n9Vn5D93dfdgU/4N1uKY3HcT6CJ4=,1,0,,7,20161027
xwNZwZ5h7ZcucHVZNAr3ztgga7Cq/TOdPHDKwXw1wvQ=,1,0,,7,20160725
+E01SQPTO1HxtakkQpuI8ts1N8qJZFKH5gvzaYcTKKc=,13,26,male,3,20140108
/j74L8tn9blBvaX9UOxItpmu/KtIXdzjm2ZKe4RyDUE=,4,0,,3,20130321
38QvmdLUNgG9N0NuPSMiuToeocfNU8NBkGRhK+DoJhQ=,1,0,,7,20131207
GCTbaFUWBTcEw7nr0krLKgLtUJ/8DpHVTNOMucWSVRA=,13,0,,7,20130707
MpooDu9TFSJBtQEiAcjzQRVAQIJLhZmP69P/UKs1uWw=,13,31,female,9,20100410
b1iZDdIj/4If6nbE/dB4diimM4+OlWg/hDfwoV8hqyU=,22,0,,3,20140124
dxdpe0Z6Vrw8cIunPWAoM9/EqEiGZ7/okjixTynJDJM=,1,0,male,7,20151010
fNOrLilBkDV8U6Esw6EfF73pFztqD+6c6nKXLpgKRwI=,12,34,female,7,20150812
tFSf3LYACHn9VEPN26I3eGaqKT/OOWBoVBM6eWQUjYU=,1,0,,4,20161102
+aUiJr74X89rcEA0K+yl12Z1nXZ39A8ubxy1sPfYf0s=,15,39,female,9,20060520
3ymstTBbv7Ni5t6d+4u7U5PXMQCH+pKKfCvvWfyB17g=,1,0,,7,20160820
8t058QVgi6kEG6uWJ02/t4rE7rR8pYufhWUbijlXzmE=,1,20,male,3,20150703
AbovFYFwnSts1qka1qji+fBo4Jm5JaYf558FPG3Hj3I=,22,38,female,9,20120805
Iv+myT5RIVDWExP0UmA/BhqmcEHwyKUbt9X6fyjyCOs=,1,0,,7,20151107
MaqhU/6ixrMS7ySSM9fxjk1elxbuRDt0m+C7bIb3qQ4=,13,35,male,3,20130319
P1KQOrQAcTHQ/HWZGtT92rdRlikJY1EVHqe81Zc0IiA=,1,0,,7,20161222
b4dNCeWdC6sBcO+N76VJwZVfIfNIzKDFYC/jsTDjwz8=,4,30,female,9,20050917
bRtgTrotZ8tFpUlYYe3EdNw8m5DvsY+WxUlunzWnUfE=,22,27,male,4,20160202
hGiAv2G1HRfElyM//8355Ky1oGCmuLybraxoNNxrakQ=,15,22,female,9,20141224
rkrIg3eebtsXkL4POYVmviPBwUK4fV7ByKwwYftTAzQ=,14,0,,3,20130519
vl3ob40Ez6Fap9ZqQFOkjY9N/zC0NYlwCmsQUj35EsE=,13,31,female,9,20130903
41grvXgdb1zM4R7CoPs5N85P4My3CYb/RCzdBPiGceo=,1,0,,4,20151014
6UVNHIZWQLOHM9Gle0zrYSdMn9pa+RU6+WyTimN9uCQ=,15,32,female,9,20140313
S8CoT+WTSikJWDljLbTWt9mbD7UXwL8orn8crceybRw=,17,23,female,7,20130913
XhGSyz+8hQNIEEGbWQ6QnTgmw6JlXGZZgaP7okF9zQU=,4,0,,9,20141114
kwp1kc05FsUt7nI3uvf6ms+nZ5Iomw18DbE4VVhKaUA=,1,0,,7,20150910
m3+tjSdVH6K4QnoVmUvMWHFHx7dD+szclOGl7DAcDNE=,1,0,,7,20150921
vglgFwKR3lx9Rc3p2NKE6qLQNEJh6pK4NAOVXGvNNGQ=,5,0,,4,20160212
whSwh/v6yC58jKf8w1S1juXmdyETNdcJue+lYVYQiFc=,1,0,,4,20161214
/ULParmC7i19rBZSs12nWClCfg6S/t7luxW7fQMjhSQ=,1,0,,7,20151116
1Pod+7e4p7ZYr1b7qmXQtDa+ppPaKLcmbSlNPlgihz4=,5,23,female,7,20141113
FetcVIOdv3n6Zc9WG00w8my7aUW+BHQDKxJMqOlvg1I=,1,0,,7,20160109
FpRvejWQ3f0afL3vV3Z4gfciqjZcciVvQmNf88dwYtg=,15,24,female,3,20130401
JJRUcGhxoZcgNWthrdrVL8iCDF4JZbWNvsF/CV5stBc=,13,35,female,9,20081031
M9rdH+cCHpjRwDOf0SFRht1bIPo/rRS/TBsMskfaI3o=,1,0,,7,20160319
U4J9AGTLvDufPq6nKpTKRCNZ/1k8w4En/cP+cdJt/3U=,1,0,,7,20160206
VjXfO/lq4+9TS2ccDEyKNOnvH9qs59yT484XUJMyPLw=,1,0,,7,20130602
YpwrYk99bKHArFnj0rYR3E9/eHayXNC9PbBKrDeFHcw=,5,32,male,9,20070901
ZM1VYvppPTTDU0jHpUzCNXv93t1YuBLK3eazcir+AOo=,1,0,,7,20120406
Zp0e1r4ClGGvfdFktMIeKstEHXQ47ttTCd59GkCF/dQ=,14,32,male,7,20160201
e4cnKBpJ6MNcIkbi2AbRGoYxmDGixN6KyCuUdKzy3KI=,1,0,,7,20140118
eP72NhweYwfArWc3CPKKz6TbWSUvCLPIsfu6e490QFc=,1,0,,7,20130315
l3nj/jZPfo6DMewKJtYrkyUm0gJuSavg4QUaC29W3P4=,8,17,male,13,20170118
zjkGYrG3CCnuo4/z/mzROqhV42y/IV0Bbf+Tv7FKbH4=,13,27,male,9,20110911
